이름,주소,운영 시간,평점,이미지 주소,SNS 링크,주차 정보,리뷰1,리뷰2,리뷰3,경치가 좋은,넓은,사람 많은,인테리어 예쁜,사진찍기 좋은,조용한
이디야커피 MS재건병원점,대구 중구 동덕로 194 MS재건병원 2층,"영업 중 19:00에 영업 종료 19시 0분에 영업 종료, 토 08:00 - 19:00, 일 10:00 - 17:00, 월 08:00 - 19:00, 화 08:00 - 19:00, 수 08:00 - 19:00, 목 08:00 - 19:00, 금 08:00 - 19:00 접기",4.44,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241029_23%2F1730160785870U6Pry_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE_%25BD%25C3%25B1%25D7%25B4%25CF%25C3%25B3%25B6%25F3%25B6%25BC.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240906_191%2F1725582207456nelEA_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE_%25B0%25A1%25C0%25BB%25C0%25BD%25B7%25E1.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240628_39%2F1719533281545iurUp_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25BB%25B8%25BE%25B4%25EB%25B7%25CE_%25BE%25C6%25C0%25CC%25BD%25BA%25C6%25BC_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MTZfMTkg%2FMDAxNjg5NDcwNDgyMjY5.YTyC5k6f3KyxJtP9oAQmV9gS7Nm14YTZCLomrm7ZSNUg.9ia9vF82gLlgy759ven1BBy9z3Y4TkmlLO7Pt1bhV0gg.JPEG%2F20230716_102025.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMjBfMjkx%2FMDAxNjc5Mjg2NDgwNzUx.ymeAryEvP8n-wHJbkBE6Sl8miYscto0PwvWeLVf9H0Mg.o_5FnpLlYqGJpj5rhdcfnuyt4vLxXbNqhqKG9wL30T0g.JPEG%2FC2234136-78E0-4CA0-8AF7-61C9D22CBBA4.jpeg""","""https://blog.naver.com/ediya-coffee, http://www.ediya.com/, https://www.youtube.com/channel/UCK45lxAV_92LqR2DcQCP8Qg, https://www.facebook.com/iEDIYA, http://instagram.com/ediya.coffee""",알 수 없음,커피가 맛있어요,음료가 맛있어요,친절해요,0,0,0,3,1,4
해피슈르,대구 중구 동덕로36길 21,"오늘 휴무 11/02 휴무 11/02 휴무, 토(11/2) 휴무, 일(11/3) 휴무, 월(11/4) 휴무, 화(11/5) 휴무, 수(11/6) 휴무, 목(11/7) 휴무, 금(11/8) 휴무, - 당일판매 슈르푸딩 소진시, 조기마감 접기",4.83,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220219_235%2F1645253261554qApJA_JPEG%2F24253C4F-E7B4-4EE1-A291-02EA03DF6FA8.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220219_122%2F1645253340855OeHaD_JPEG%2F428BF22A-DD1C-4E7B-84A4-DFC48C0A8F7D.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220219_234%2F1645253374853QdzOX_JPEG%2F2AB0C3AF-ABC9-4162-95CA-0FCFBA994285.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220219_278%2F1645253364560oNMRw_JPEG%2FC24D5A3C-E501-493D-B713-31D80A466FF9.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220219_17%2F1645253402656hmy9M_JPEG%2F666A4C98-77E0-4B96-8D27-6AEEE65F5998.jpeg""","""http://instagram.com/happyshurr, https://smartstore.naver.com/happyshurrpudding""",알 수 없음,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,0,0,0,9,4,1
카페퀸즈,대구 중구 동덕로40길 4,"영업 중 21:30에 라스트오더 21시 30분에 라스트오더, 매일 10:30 - 22:00 21:30 라스트오더 접기",4.6,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210612_102%2F1623471376952xwKhj_JPEG%2FbeuVGXAhpF2Efrgd8NEE_YFg.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjExMjhfMTM4%2FMDAxNjY5NjEzNzY5MjU4.oiZjM9Qz2j3L1AoXUWxw3JYLd_VHgT9E_N5C9LQbh5gg.n92pfFSJjX_i7cM_fOio8QeNtUoruxlomjrWm3SgLV4g.JPEG%2F20221127_152956.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjExMjhfMjI5%2FMDAxNjY5NjEzNzY5MzMz.-jNE9K91GKc_sMmQi1snVDy3a0V2352LaUc7RpGmBEQg.fmuRwPXBoG79RSkXQkX2Bu5hue_sGwUXBgCpA5g0wI8g.JPEG%2F20221127_153026.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjExMjhfMjA2%2FMDAxNjY5NjEzNzc0NTkw.HG_Z-f_3GU-r_G7aeMkXDUXvhjdxYiRxM1vIj9kMOu8g.-izT8fpz2XrQUGfYG9gqvZMkPgdva2ZvdQX2IdF33Y0g.JPEG%2F20221127_153155.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjExMjhfNTcg%2FMDAxNjY5NjEzNzYzNTMy.EaIHavol8TZabMMWYsNxBCyivujUTrWRggjp6Zuz8VQg.S1SHhz2KCsuDcPc0bOVjCWLtvenAyT2OIPRBB8QY2Mgg.JPEG%2F20221127_152829.jpg""",링크 없음,"주차가능, 주차장 정보 없음",커피가 맛있어요,음료가 맛있어요,친절해요,7,0,0,23,9,4
QUEEN,대구 중구 국채보상로139길 29,운영 시간 정보 없음,평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200721_83%2F1595333596490gUIDJ_JPEG%2Fk6-u2kGENNvsCzrg6NG_zuW-.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MDhfMjEy%2FMDAxNjg4NzkxMzQ4NTI3.WNfW3Csq3GFxNRYjhgeJcxfcz_QMF0A2zcQX2bMrUfwg.Ogs2qqv71OCVHqlS0hZo1OdSi7ZDRFdkfTqehAQTAYkg.JPEG%2F20230708_134110.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA4MjdfMjk5%2FMDAxNjkzMTQyNDEyNzM2.6GBaZujbSEC27GdbCtSF4OlP0OOIf5veVq7yQ5Hp4pEg.L0U4Yh2hctLoqR7c1Ime56JHqKXAFtYdloCO5vch1xMg.JPEG%2F27B7ABD0-6019-4CBE-AF2B-F07791AE22F6.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MjZfMjMw%2FMDAxNjkwMzY2NTQ4NzE4._hhoR_f_EUfYlZdo2gp51cG5VhsO52yhHCloty5eCmcg.-qEbC6NmSFPGkVFcWvH4upRcTC8WOxC6fpmN8NUaUu8g.JPEG%2FB953BB03-F807-441D-A192-99F0E0017BA4.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA4MThfMjg3%2FMDAxNjkyMzQxOTI5MjM2.ZWaz3lwlKeT33q_k_LdbVrVS_m7lyGyazDRcXj4oQqEg.8KN-2LcUcDQQAdI27-dUgoyBUNsYR9HmCbzLV2AnObMg.JPEG%2F20230802_144223.jpg""",링크 없음,알 수 없음,음식이 맛있어요,친절해요,가성비가 좋아요,0,0,0,2,0,0
버터풀하우스,대구 중구 동성로1길 72 1층 버터풀하우스,"영업 중 21:00에 라스트오더 21시 0분에 라스트오더, 토 11:00 - 22:30 21:00 라스트오더, 일 11:00 - 22:30 21:00 라스트오더, 월 정기휴무 (매주 월요일), 화 11:00 - 22:30 21:00 라스트오더, 수 11:00 - 22:30 21:00 라스트오더, 목 11:00 - 22:30 21:00 라스트오더, 금 11:00 - 22:30 21:00 라스트오더, - 월요일이 공휴일인 경우 정상 오픈합니다:) 접기",4.79,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240830_52%2F1724982180788NIOGf_JPEG%2F1000025874.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230729_51%2F1690608798919q2UUq_JPEG%2F2023-03-20-12-24-45-131.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240830_8%2F1724981989896GSNDL_JPEG%2F1000025978.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230729_173%2F16906088179061wysz_JPEG%2F2023-03-06-13-04-29-410.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240830_222%2F1724982102617Xglz1_JPEG%2F1000025737.jpg""","""http://www.instagram.com/butterfull_house/""","주차 불가, 주차장 정보 없음",디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,56,30,0,322,205,14
공주당,대구 중구 동성로 6-2,"영업 중 22:30에 영업 종료 22시 30분에 영업 종료, 토 09:00 - 22:30, 일 09:00 - 22:30, 월 09:00 - 22:00, 화 09:00 - 22:00, 수 09:00 - 22:00, 목 09:00 - 22:00, 금 09:00 - 22:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231128_291%2F1701172985734ikJOo_JPEG%2FIMG_5072.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231128_10%2F1701172987020Bao4m_JPEG%2FIMG_5009.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230323_189%2F1679552373486Olqck_JPEG%2F9565DC00-0846-4F6D-BC98-36C58B7CF753.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230524_142%2F1684925917003hNCbI_JPEG%2FIMG_0090.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230524_32%2F1684925916754N73oi_JPEG%2FIMG_0044_jpg.jpeg""","""https://www.instagram.com/gong.ju.dang""","주차 불가, 📌가까운 유료주차장 : 거북유료주차장입니다 📌매장 앞은 차 없는 거리로 가게 앞 주차 ❌ 지오다노 골목에 5분 내로 주차하시는 분도 계시지만 매우 혼잡하고 CCTV 있어요.",,,,0,0,0,0,0,0
플루니,대구 중구 동성로2길 12-32 1층 카페 플루니,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 매일 12:00 - 22:00, - 연중무휴 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240330_140%2F1711781402112R0bt0_JPEG%2FIMG_4873.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240713_100%2F1720866364340xqhaB_JPEG%2FIMG_6133.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240330_21%2F1711781533634B7lq6_JPEG%2FIMG_4885.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240521_138%2F1716236309419xez11_JPEG%2FIMG_5126.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240712_293%2F1720764415136RRpkT_JPEG%2FIMG_6302.jpeg""","""https://www.instagram.com/flunycoffee""","주차 불가, 주차장 정보 없음",디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,15,175,0,501,349,4
밀밭베이커리,대구 중구 국채보상로 602-1,"영업 중 23:00에 영업 종료 23시 0분에 영업 종료, 매일 08:00 - 23:00 접기, 2TV생생정보 940회, 19.11.14. 2019년 11월 14일  빵 펼쳐보기,",4.48,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170719_106%2F15004250406982GVD9_JPEG%2F_1.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190908_227%2F1567941193962ALOPT_JPEG%2F6hvZgjO18hlRGlvRpSdWz0tJ.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190908_228%2F15679411940803A3o7_JPEG%2Fa3XXrGNfANUiR0oaJfO5NgGV.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190908_111%2F1567941193976W5Xkn_JPEG%2F34fCa0mNMTFNgPqoc8FigMju.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190908_107%2F1567941193983XMOFx_JPEG%2Fc4dblBiLp7SZ9BlhnflZvovY.jpg""","""https://blog.naver.com/interpol7292, https://www.instagram.com/wheat_field.bakery/""","주차가능, 주차장 정보 없음",빵이 맛있어요,친절해요,특별한 메뉴가 있어요,0,4,0,8,3,4
밀밭베이커리 미인점,대구 중구 동덕로30길 85 1층,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 매일 08:00 - 22:00 접기",4.5,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231228_298%2F1703752267801pu6jw_PNG%2F94EB9C9584.png, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230825_214%2F1692922554351ph65q_JPEG%2FKakaoTalk_20230824_120153552_16.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230825_234%2F1692922554697t8hQs_JPEG%2FKakaoTalk_20230824_120153552_19.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230825_48%2F1692922554670ug9Hm_JPEG%2FKakaoTalk_20230824_120153552_20.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230825_164%2F1692922555370HUdcB_JPEG%2FKakaoTalk_20230824_120153552_27.jpg""","""http://baemin.me/NlvBtIgPa, https://www.instagram.com/wheat.field_bakery/, https://blog.naver.com/milbat_mien""",알 수 없음,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,2,2,0,15,8,1
이씨씨커피,대구 중구 종로 72,"영업 중 20:30에 라스트오더 20시 30분에 라스트오더, 토 10:00 - 21:00 20:30 라스트오더, 일 10:00 - 21:00 20:30 라스트오더, 월 08:00 - 21:00 20:30 라스트오더, 화 08:00 - 21:00 20:30 라스트오더, 수 08:00 - 21:00 20:30 라스트오더, 목 08:00 - 21:00 20:30 라스트오더, 금 08:00 - 21:00 20:30 라스트오더 접기",4.58,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210629_213%2F1624923691518EPzwR_JPEG%2FEjc9bumUF_H_jj1ZUUgzr41a.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210629_172%2F1624923700735av9O6_JPEG%2F480aAzdSz24cC-DfoRPmxg5D.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210629_295%2F1624923705130E4Eg0_JPEG%2FUx-06C7LGFyxA_V9Vpv51y1t.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210629_280%2F1624923712496NnJdm_JPEG%2FLFdF4fc0F31CJJLVNSLmpnn8.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210629_142%2F162492375761566cxp_JPEG%2FTHG1eoctAu2I3EouX4AmeA1G.jpg""","""http://instagram.com/ecc.coffee""",알 수 없음,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,81,39,1,397,230,36
르폴뒤,대구 중구 동성로1길 26,"영업 중 22:30에 영업 종료 22시 30분에 영업 종료, 매일 10:00 - 22:30 접기",4.5,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170623_257%2F1498179200195MVMoj_JPEG%2F186572404366988_0.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170623_77%2F14981792002734eDRU_JPEG%2F186572404366988_1.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170623_133%2F1498179200323qGwws_JPEG%2F186572404366988_2.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170623_203%2F1498179200398wUhoJ_JPEG%2F186572404366988_3.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjExMDhfMzQg%2FMDAxNjY3OTA3NTIwMjgy.oNVFRUBqjPC866KQauYoslPoqDGzQMdMFUQqf9SH5Q8g.di_7k_Jz1WL3a9u8bKNlFoYoUYnuf6Unm_K0fpNRqFUg.JPEG%2F3B53FD76-D14B-4C04-A06B-A93B788B2904.jpeg""",링크 없음,알 수 없음,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,54,13,0,301,77,17
삼송빵집 본점,대구 중구 중앙대로 397,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 매일 08:00 - 22:00, - 영업시간: 재고 소진시 마감,9시-21시 포토존 접기",4.28,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200510_106%2F1589094151318RrDw0_JPEG%2FzHfA5u0YZ4pRgWdAjT_6y-DO.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150825_179%2F1440481115269YrIF5_JPEG%2F166775546853403_1.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150825_15%2F1440481115593XPeh2_JPEG%2F166775546853403_2.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150825_276%2F1440481115960V17Y5_JPEG%2F166775546853403_3.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150825_46%2F1440481116322boCTT_JPEG%2F166775546853403_4.jpg""","""http://ssbnc.kr/, https://blog.naver.com/samsongbakery1957, http://www.instagram.com/samsong_bakery""",알 수 없음,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,22,13,0,78,26,16
딥커피로스터스,대구 중구 봉산문화2길 41 1층,"영업 중 18:00에 영업 종료 18시 0분에 영업 종료, 토 12:00 - 18:00, 일 12:00 - 18:00, 월 12:00 - 18:00, 화 12:00 - 18:00, 수 12:00 - 18:00, 목 12:00 - 18:00, 금 12:00 - 18:00 접기",4.53,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201222_61%2F16086101773867psbu_JPEG%2FKIJlei8S8v85I550Ytau4bMZ.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA0MjdfMTIx%2FMDAxNjgyNTgwNjQxNzg0.DopzR7dKdNydhqJJ4ozTUy1zq4dG_Tgnktmu4zMEfvwg.Rou48k4r7OSLgqr4UUmmVREfZBz7wKd86-vPWDzUeIEg.JPEG%2FBC962808-0BBB-4F25-830F-D90759616AC6.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjBfMTIz%2FMDAxNjc0MjExNjg2NzY5.1Cz6WFPmxscFjw3P3GnX77RvBByaT5WHvis49qgS9vUg.ak1qG1sArlv7D_gXDq9mOfC5VaNJ9ztzXIas4X8ZlQcg.JPEG%2F85F36C51-07A2-484B-B37D-D5504A3D8EE6.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjBfODgg%2FMDAxNjc0MjExNjc5NDg2.hwqry9tsZ3ZQH6NezIMgBrxbRx_ihEbigQ7vh_HfehYg.kn5RhH5_Iwaknld7PbHU9LwXqWB2xBFmVHD1DjOKjS8g.JPEG%2F534F6222-A7A0-4E1D-B01A-85AF99F82F44.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA0MDlfNCAg%2FMDAxNjgwOTc0MzAxMzY1._3qcMunJGt3XV44KxqQbOZori51cLg2QR_jyJhFtaXYg.jsSb3R1GrtUbo_C-tgq_2m8rQi2xgkrnYvSZuGfL76Ig.JPEG%2F58E845B1-AAAC-4DC2-B688-ACDBA0B06D04.jpeg""","""https://www.instagram.com/deep_coffee_roasters""","주차 불가, 주차시설이 따로 없습니다. 근처 유료주차장 이용 부탁드립니다:)",커피가 맛있어요,인테리어가 멋져요,친절해요,14,9,0,146,51,26
글루미,대구 중구 달구벌대로 2113-2,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 토 12:00 - 22:00, 일 12:00 - 22:00, 월 12:00 - 22:00, 화 12:00 - 21:00, 수 12:00 - 22:00, 목 12:00 - 22:00, 금 12:00 - 22:00 접기",4.65,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_245%2F16487180605257JUYv_JPEG%2F%25B1%25DB%25B7%25E7%25B9%25CC%25B7%25E7%25C7%25C1%25C5%25BE.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_215%2F1648719306461Q244o_JPEG%2FIMG_7097.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_15%2F1648718060394DalJE_JPEG%2F%25B1%25DB%25B7%25E7%25B9%25CC%25B0%25A3%25C6%25C7.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210505_1%2F1620199810677K3xbm_JPEG%2FB5uV8_2_1qMeXG4CFVme5f_l.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_237%2F1648718060155aqV05_JPEG%2F%25B1%25DB%25B7%25E7%25B9%25CC1%25C3%25FE.jpg""","""https://www.instagram.com/gloomycoffee""","주차가능 유료, 네비게이션에 반월당민영주차장 검색해서 오시면됩니다. 대구 중구 봉산동 52-27",인테리어가 멋져요,커피가 맛있어요,친절해요,73,8,0,372,215,35
오디너리하우스,대구 중구 동성로2길 21-8,"영업 중 22:00에 라스트오더 22시 0분에 라스트오더, 매일 12:00 - 22:30 22:00 라스트오더 접기",4.54,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_66%2F16582209497975mHqx_JPEG%2F62178AD4-CE2D-4703-80F5-67794F2BB26E.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_158%2F1658221055056OgQKb_JPEG%2F3C70CF0A-3104-48C1-8F3E-CAD6ADACE54A.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_35%2F1658221055101d5n24_JPEG%2F22DFB6BC-6271-436C-ABFB-20C69BB03AEE.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_98%2F1658221054842bfVwC_JPEG%2F7DA1A901-A2A2-42F9-B030-4D5357340087.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_242%2F16582209498141SaGY_JPEG%2FD00E050B-B0E6-44CF-ADFD-BF17873A8D73.jpeg""","""https://www.instagram.com/_ordinary_house""",알 수 없음,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,59,62,0,746,303,34
